product_id,title,slug,url,status,batch_id,batch_order,cluster,primary_category,primary_keyword,secondary_keywords,short_description_words,main_content_words,seo_title,meta_description,focus_keyword,canonical_preserved,internal_links_planned,owner_review,decision_flag,source_html_file,source_html_sha256,database_content_sha256,http_status,qa_status,qa_failures
238,"Custom Wine Gift Box with Accessories",custom-wine-gift-box-with-accessories,http://localhost/hopgiayvpn/product/custom-wine-gift-box-with-accessories/,publish,BATCH-12,12,"Wine, bottle and beverage packaging","Packaging Accessories","wine gift box with accessories","wine packaging box | wine gift box with accessories manufacturer | wine gift box with accessories for wine | art paper wine box",41,1097,"Custom Wine Gift Box With Accessories for Wine Brands","Custom wine gift box with accessories for wine bottles, opener sets, premium gifts, retail packaging, and branded presentation. Features custom logo.","wine gift box with accessories",,4,NO,KEEP_DISTINCT,C:\xampp\htdocs\hopgiayvpn\seo-content\product-rewrite-v1\products\238-custom-wine-gift-box-with-accessories.html,cfb61e99331476a98fc658791641fc255848b18db9a08b47b8f48ac5d988b7b6,cfb61e99331476a98fc658791641fc255848b18db9a08b47b8f48ac5d988b7b6,200,PASS,
239,"Custom Pizza Packaging Box",custom-pizza-packaging-box,http://localhost/hopgiayvpn/product/custom-pizza-packaging-box/,publish,BATCH-10,10,"Bakery, food and confectionery packaging","Food Paper Boxes","custom pizza packaging box","pizza packaging box | food packaging box | custom pizza packaging box manufacturer | pizza packaging box for food | food grade paper food box",49,1045,"Custom Pizza Packaging Box for Food Brands Manufacturer","Custom pizza packaging box for pizza delivery, takeaway food, restaurants, bakeries, and F&B brands. Features custom logo. B2B packaging.","custom pizza packaging box",,4,YES,KEEP_DISTINCT,C:\xampp\htdocs\hopgiayvpn\seo-content\product-rewrite-v1\products\239-custom-pizza-packaging-box.html,3b89619090008812c5357f0b9635c645c9ad35000969b36a720f4a0f50715e16,3b89619090008812c5357f0b9635c645c9ad35000969b36a720f4a0f50715e16,200,PASS,
240,"Custom Cosmetic Tube Packaging Box with Insert",custom-cosmetic-tube-packaging-box-with-insert,http://localhost/hopgiayvpn/product/custom-cosmetic-tube-packaging-box-with-insert/,publish,BATCH-03,3,"Skincare product-specific packaging","Beauty and Skincare Packaging","cosmetic tube packaging box","cosmetic tube packaging box with insert | cosmetics packaging box | cosmetic tube packaging box manufacturer | cosmetic tube packaging box with insert for cosmetics | white cardboard cosmetics box",46,1033,"Custom Cosmetic Tube Packaging Box With Insert Manufacturer","Custom cosmetic tube packaging box with insert for skincare tubes, beauty samples, small bottles, and retail product sets. Features custom logo.","cosmetic tube packaging box",,4,NO,KEEP_AS_VARIANT,C:\xampp\htdocs\hopgiayvpn\seo-content\product-rewrite-v1\products\240-custom-cosmetic-tube-packaging-box-with-insert.html,92c719cc77c67acf137e5aafc4293d01b87077ed7c3969ef11b4b08adbda75fd,92c719cc77c67acf137e5aafc4293d01b87077ed7c3969ef11b4b08adbda75fd,200,PASS,
241,"Custom Perfume Box with Insert",custom-perfume-box-with-insert,http://localhost/hopgiayvpn/product/custom-perfume-box-with-insert/,publish,BATCH-09,9,"Perfume and beauty packaging","Perfume Packaging Boxes","perfume box with insert","perfume packaging box | perfume box with insert manufacturer | perfume box with insert for perfume | art paper perfume box",51,910,"Custom Perfume Box With Insert for Perfume Brands Supplier","Custom perfume box with insert for luxury perfume bottles, fragrance brands, retail gifts, and premium product packaging. Features custom logo.","perfume box with insert",,4,NO,KEEP_AS_VARIANT,C:\xampp\htdocs\hopgiayvpn\seo-content\product-rewrite-v1\products\241-custom-perfume-box-with-insert.html,ddd7494cfa611f6c821d474c46d9b89abb6f46091bea76aed96389e9a3290000,ddd7494cfa611f6c821d474c46d9b89abb6f46091bea76aed96389e9a3290000,200,PASS,
242,"Custom Gift Box with Ribbon Bow",custom-gift-box-with-ribbon-bow,http://localhost/hopgiayvpn/product/custom-gift-box-with-ribbon-bow/,publish,BATCH-09,9,"Perfume and beauty packaging","Gift Paper Boxes","gift box with ribbon bow","retail packaging box | gift box with ribbon bow manufacturer | gift box with ribbon bow for retail | art paper retail box",50,921,"Custom Gift Box With Ribbon Bow for Retail Brands Supplier","Custom gift box with ribbon bow for premium gifts, cosmetics, jewelry, accessories, fashion products, and corporate packaging. Features custom logo.","gift box with ribbon bow",,4,NO,KEEP_DISTINCT,C:\xampp\htdocs\hopgiayvpn\seo-content\product-rewrite-v1\products\242-custom-gift-box-with-ribbon-bow.html,2c0d7327fb75d73826e160c2fb27cdd0ebf20bbeb16b0766a12f428dcd10a9ac,2c0d7327fb75d73826e160c2fb27cdd0ebf20bbeb16b0766a12f428dcd10a9ac,200,PASS,
243,"Custom Nested Kraft Gift Boxes with Ribbon",custom-nested-kraft-gift-boxes-with-ribbon,http://localhost/hopgiayvpn/product/custom-nested-kraft-gift-boxes-with-ribbon/,publish,BATCH-09,9,"Perfume and beauty packaging","Gift Paper Boxes","nested kraft gift boxes","nested kraft gift boxes with ribbon | retail packaging box | nested kraft gift boxes manufacturer | nested kraft gift boxes with ribbon for retail | kraft paper retail box",49,926,"Custom Nested Kraft Gift Boxes With Ribbon for Retail Brands","Custom nested kraft gift boxes with ribbon for premium gifts, retail products, corporate packaging, and seasonal gift sets. Features custom logo.","nested kraft gift boxes",,4,NO,KEEP_DISTINCT,C:\xampp\htdocs\hopgiayvpn\seo-content\product-rewrite-v1\products\243-custom-nested-kraft-gift-boxes-with-ribbon.html,84160f9c56da6e8cca74a1246c4f2f92745f461445a13a0a9eee0d307b0e6711,84160f9c56da6e8cca74a1246c4f2f92745f461445a13a0a9eee0d307b0e6711,200,PASS,
244,"Custom Tea Gift Box with Window",custom-tea-gift-box-with-window,http://localhost/hopgiayvpn/product/custom-tea-gift-box-with-window/,publish,BATCH-06,6,"Tea and coffee packaging","Food Paper Boxes","tea gift box with window","tea packaging box | tea gift box with window manufacturer | tea gift box with window for tea | art paper tea box",40,944,"Custom Tea Gift Box With Window for Tea Brands Manufacturer","Custom tea gift box with window for tea sets, teaware gifts, premium retail packaging, and corporate gifts. Features custom logo. B2B packaging.","tea gift box with window",,4,NO,KEEP_DISTINCT,C:\xampp\htdocs\hopgiayvpn\seo-content\product-rewrite-v1\products\244-custom-tea-gift-box-with-window.html,9c7569ed4040805f1bfee352ae305e5c3dc247fd32fa6eab2b85c906e13766b3,9c7569ed4040805f1bfee352ae305e5c3dc247fd32fa6eab2b85c906e13766b3,200,PASS,
245,"Custom Apparel Drawer Box with Ribbon Pull",custom-apparel-drawer-box-with-ribbon-pull,http://localhost/hopgiayvpn/product/custom-apparel-drawer-box-with-ribbon-pull/,publish,BATCH-15,15,"Fashion and sportswear packaging","Drawer Boxes","apparel drawer box","apparel drawer box with ribbon pull | apparel packaging box | apparel drawer box manufacturer | apparel drawer box with ribbon pull for apparel | art paper apparel box",43,912,"Custom Apparel Drawer Box With Ribbon Pull Manufacturer","Custom apparel drawer box with ribbon pull for scarves, fashion accessories, textile products, gift sets, and retail packaging. Features custom logo.","apparel drawer box",,4,NO,KEEP_AS_VARIANT,C:\xampp\htdocs\hopgiayvpn\seo-content\product-rewrite-v1\products\245-custom-apparel-drawer-box-with-ribbon-pull.html,b4f86d9dbb536c18f6cf56f3a2dda03bb19c09586e364ce65cc5315014d9f692,b4f86d9dbb536c18f6cf56f3a2dda03bb19c09586e364ce65cc5315014d9f692,200,PASS,
246,"Custom Gift Box with Shredded Paper Filler",custom-gift-box-with-shredded-paper-filler,http://localhost/hopgiayvpn/product/custom-gift-box-with-shredded-paper-filler/,publish,BATCH-13,13,"Jewelry, watch and premium accessories","Gift Paper Boxes","gift box with shredded paper","gift box with shredded paper filler | retail packaging box | gift box with shredded paper manufacturer | gift box with shredded paper filler for retail | white cardboard retail box",50,1037,"Custom Gift Box With Shredded Paper Filler for Retail Brands","Custom gift box with shredded paper filler for small gifts, accessories, handmade products, ornaments, and retail packaging. Features custom logo.","gift box with shredded paper",,4,NO,KEEP_DISTINCT,C:\xampp\htdocs\hopgiayvpn\seo-content\product-rewrite-v1\products\246-custom-gift-box-with-shredded-paper-filler.html,b3b8dcea604e565d65363c93de3f1e048c2f8cb9c3e905793220516e0ea96156,b3b8dcea604e565d65363c93de3f1e048c2f8cb9c3e905793220516e0ea96156,200,PASS,
247,"Custom Kraft Bakery Box with Window",custom-kraft-bakery-box-with-window,http://localhost/hopgiayvpn/product/custom-kraft-bakery-box-with-window/,publish,BATCH-10,10,"Bakery, food and confectionery packaging","Bakery Packaging Boxes","kraft bakery box with window","kraft bakery box with window manufacturer | wholesale kraft bakery box with window | kraft bakery box with window supplier",50,922,"Custom Kraft Bakery Box With Window Manufacturer Supplier","Custom kraft bakery box with window for croissants, pastries, bread, desserts, and bakery takeaway packaging. Request a specification-led B2B quote.","kraft bakery box with window",,4,YES,KEEP_DISTINCT,C:\xampp\htdocs\hopgiayvpn\seo-content\product-rewrite-v1\products\247-custom-kraft-bakery-box-with-window.html,552db0471f72c7a746e690a2904c79bdba14febf83326ae13a25fc061ff19112,552db0471f72c7a746e690a2904c79bdba14febf83326ae13a25fc061ff19112,200,PASS,
248,"Custom Pastry Sleeve Box with Insert",custom-pastry-sleeve-box-with-insert,http://localhost/hopgiayvpn/product/custom-pastry-sleeve-box-with-insert/,publish,BATCH-11,11,"Bakery, food and confectionery packaging","Bakery Packaging Boxes","pastry sleeve box","pastry sleeve box with insert | food packaging box | pastry sleeve box manufacturer | pastry sleeve box with insert for food | food grade paper food box",51,1022,"Custom Pastry Sleeve Box With Insert for Food Brands","Custom pastry sleeve box with insert for mini cakes, pastries, desserts, mooncakes, and bakery gift packaging. Features custom logo. B2B packaging.","pastry sleeve box",,4,NO,KEEP_DISTINCT,C:\xampp\htdocs\hopgiayvpn\seo-content\product-rewrite-v1\products\248-custom-pastry-sleeve-box-with-insert.html,18f71beddfdfe083ab61e466d7215ae1f2b11e2c442bbc760142780f61f50b44,18f71beddfdfe083ab61e466d7215ae1f2b11e2c442bbc760142780f61f50b44,200,PASS,
249,"Custom Mooncake Gift Box Set with Paper Bag",custom-mooncake-gift-box-set-with-paper-bag,http://localhost/hopgiayvpn/product/custom-mooncake-gift-box-set-with-paper-bag/,publish,BATCH-11,11,"Bakery, food and confectionery packaging","Bakery Packaging Boxes","mooncake gift box set","mooncake gift box set with paper bag | food packaging box | mooncake gift box set manufacturer | mooncake gift box set with paper bag for food | art paper food box",46,1108,"Custom Mooncake Gift Box Set With Paper Bag for Food Brands","Custom mooncake gift box set with matching paper bag for bakery brands, hotels, corporate gifts, and seasonal food packaging. Features custom logo.","mooncake gift box set",,4,NO,KEEP_AS_VARIANT,C:\xampp\htdocs\hopgiayvpn\seo-content\product-rewrite-v1\products\249-custom-mooncake-gift-box-set-with-paper-bag.html,acc713ba62a8eff57fa679b49837b9e1463fce50d0b6d81e330067e714ff3d70,acc713ba62a8eff57fa679b49837b9e1463fce50d0b6d81e330067e714ff3d70,200,PASS,
250,"Custom Mooncake Handbag Gift Box with Insert",custom-mooncake-handbag-gift-box-with-insert,http://localhost/hopgiayvpn/product/custom-mooncake-handbag-gift-box-with-insert/,publish,BATCH-11,11,"Bakery, food and confectionery packaging","Food Paper Boxes","mooncake handbag gift box","mooncake handbag gift box with insert | food packaging box | mooncake handbag gift box manufacturer | mooncake handbag gift box with insert for food | art paper food box",42,1060,"Custom Mooncake Handbag Gift Box With Insert for Food Brands","Custom mooncake handbag gift box with insert for premium mooncakes, bakery gifts, hotel collections, and corporate food packaging. Features custom logo.","mooncake handbag gift box",,4,NO,KEEP_AS_VARIANT,C:\xampp\htdocs\hopgiayvpn\seo-content\product-rewrite-v1\products\250-custom-mooncake-handbag-gift-box-with-insert.html,44f069c72723cef00c2f99d12750f9659e0c412847b750eb753473a60ac28126,44f069c72723cef00c2f99d12750f9659e0c412847b750eb753473a60ac28126,200,PASS,
252,"Custom Mooncake Cabinet Gift Box with Drawers",custom-mooncake-cabinet-gift-box-with-drawers,http://localhost/hopgiayvpn/product/custom-mooncake-cabinet-gift-box-with-drawers/,publish,BATCH-11,11,"Bakery, food and confectionery packaging","Bakery Packaging Boxes","mooncake cabinet gift box","mooncake cabinet gift box with drawers | food packaging box | mooncake cabinet gift box manufacturer | mooncake cabinet gift box with drawers for food | art paper food box",45,1059,"Custom Mooncake Cabinet Gift Box With Drawers Manufacturer","Custom mooncake cabinet gift box with double-door opening, drawer compartments, decorative artwork, and premium structure for luxury mooncake sets, corporate.","mooncake cabinet gift box",,4,NO,KEEP_AS_VARIANT,C:\xampp\htdocs\hopgiayvpn\seo-content\product-rewrite-v1\products\252-custom-mooncake-cabinet-gift-box-with-drawers.html,e71530b014a1fba7c08dd97ff2992ec36139a8c3da47a9b030204bee15e229c5,e71530b014a1fba7c08dd97ff2992ec36139a8c3da47a9b030204bee15e229c5,200,PASS,
254,"Custom Rigid Gift Box with Matching Paper Bag",custom-rigid-gift-box-with-matching-paper-bag,http://localhost/hopgiayvpn/product/custom-rigid-gift-box-with-matching-paper-bag/,publish,BATCH-09,9,"Perfume and beauty packaging","Paper Bags with Logo","rigid gift box with paper bag","rigid gift box with matching paper bag | retail packaging box | rigid gift box with paper bag manufacturer | rigid gift box with matching paper bag for retail | art paper retail box",46,947,"Custom Rigid Gift Box With Matching Paper Bag Manufacturer","Custom rigid gift box with matching paper bag for premium gifts, cosmetics, jewelry, retail products, and corporate packaging. Features custom logo.","rigid gift box with paper bag",,4,NO,KEEP_AS_VARIANT,C:\xampp\htdocs\hopgiayvpn\seo-content\product-rewrite-v1\products\254-custom-rigid-gift-box-with-matching-paper-bag.html,1751fb1bb4fd6ffe7dd26c98f70055717564fe2362f79c324f0a909f4a5b89b7,1751fb1bb4fd6ffe7dd26c98f70055717564fe2362f79c324f0a909f4a5b89b7,200,PASS,
255,"Custom Round Jar Drawer Box",custom-round-jar-drawer-box,http://localhost/hopgiayvpn/product/custom-round-jar-drawer-box/,publish,BATCH-03,3,"Skincare product-specific packaging","Cosmetic Paper Boxes","round jar drawer box","candle packaging box | round jar drawer box manufacturer | round jar drawer box for candle | art paper candle box",40,929,"Custom Round Jar Drawer Box for Candle Brands Manufacturer","Custom round jar drawer box for candle jars, cosmetic jars, balm jars, skincare products, and premium retail gifts. Features custom logo. B2B packaging.","round jar drawer box",,4,NO,KEEP_DISTINCT,C:\xampp\htdocs\hopgiayvpn\seo-content\product-rewrite-v1\products\255-custom-round-jar-drawer-box.html,823088810320044d71f3d9bd90a8b9bce74cee81aa61d836f9d77d2f2570f06f,823088810320044d71f3d9bd90a8b9bce74cee81aa61d836f9d77d2f2570f06f,200,PASS,
256,"Custom Luxury Watch Box with Drawer",custom-luxury-watch-box-with-drawer,http://localhost/hopgiayvpn/product/custom-luxury-watch-box-with-drawer/,publish,BATCH-13,13,"Jewelry, watch and premium accessories","Jewelry Paper Boxes","luxury watch box with drawer","watch packaging box | luxury watch box with drawer manufacturer | luxury watch box with drawer for watch | art paper watch box",50,1035,"Custom Luxury Watch Box With Drawer for Watch Brands","Custom luxury watch box with drawer for premium wristwatches, jewelry gifts, and branded retail packaging. Features custom logo. B2B packaging.","luxury watch box with drawer",,4,NO,KEEP_AS_VARIANT,C:\xampp\htdocs\hopgiayvpn\seo-content\product-rewrite-v1\products\256-custom-luxury-watch-box-with-drawer.html,0aee9e69ab6f03c5c012335d8d6b874bae7c45ec1d0f4ece0481633bc854a524,0aee9e69ab6f03c5c012335d8d6b874bae7c45ec1d0f4ece0481633bc854a524,200,PASS,
257,"Custom Watch Box with Pillow Insert",custom-watch-box-with-pillow-insert,http://localhost/hopgiayvpn/product/custom-watch-box-with-pillow-insert/,publish,BATCH-13,13,"Jewelry, watch and premium accessories","Jewelry Paper Boxes","watch box with pillow","watch box with pillow insert | watch packaging box | watch box with pillow manufacturer | watch box with pillow insert for watch | art paper watch box",51,1022,"Custom Watch Box With Pillow Insert for Watch Brands","Custom watch box with pillow insert for wristwatches, luxury gifts, retail display, and branded packaging. Features custom logo. B2B packaging.","watch box with pillow",,4,NO,KEEP_AS_VARIANT,C:\xampp\htdocs\hopgiayvpn\seo-content\product-rewrite-v1\products\257-custom-watch-box-with-pillow-insert.html,69b4d539b0b00b5cf0302f07fa6c077af6c98327c49feb6e4a3202fa2574ebb7,69b4d539b0b00b5cf0302f07fa6c077af6c98327c49feb6e4a3202fa2574ebb7,200,PASS,
295,"Custom Pastry Box with Clear Window",custom-pastry-box-with-clear-window,http://localhost/hopgiayvpn/product/custom-pastry-box-with-clear-window/,publish,BATCH-10,10,"Bakery, food and confectionery packaging","Bakery Packaging Boxes","pastry box with window","pastry box with clear window | food packaging box | pastry box with window manufacturer | pastry box with clear window for food | food grade paper food box",51,1064,"Custom Pastry Box With Clear Window for Food Brands","Custom dessert gift box with inserts for branded presentation, protective packing, and premium retail-ready unboxing. Features custom logo. B2B packaging.","pastry box with window",,4,YES,KEEP_AS_VARIANT,C:\xampp\htdocs\hopgiayvpn\seo-content\product-rewrite-v1\products\295-custom-pastry-box-with-clear-window.html,b02b17ed47450c7e3dd9eadbd06a085c7b46cd0d116d0931a4d596c92187b4d9,b02b17ed47450c7e3dd9eadbd06a085c7b46cd0d116d0931a4d596c92187b4d9,200,PASS,
323,"Custom Tumbler Packaging Box with Insert",custom-tumbler-packaging-box-with-insert,http://localhost/hopgiayvpn/product/custom-tumbler-packaging-box-with-insert/,publish,BATCH-12,12,"Wine, bottle and beverage packaging","Custom Paper Boxes","tumbler packaging box","tumbler packaging box with insert | drinkware packaging box | tumbler packaging box manufacturer | tumbler packaging box with insert for drinkware | art paper drinkware box",44,1009,"Custom Tumbler Packaging Box With Insert Manufacturer","Custom tumbler packaging box with insert for drinkware, glass cups, mugs, bottles, and premium retail gifts. Features custom logo. B2B packaging.","tumbler packaging box",,3,NO,KEEP_DISTINCT,C:\xampp\htdocs\hopgiayvpn\seo-content\product-rewrite-v1\products\323-custom-tumbler-packaging-box-with-insert.html,2a84366bdd738494129508fdef74e3a1a843318d83a38150829ad0bc11464484,2a84366bdd738494129508fdef74e3a1a843318d83a38150829ad0bc11464484,200,PASS,
