product_id,url,http_status,effective_url,response_bytes,h1_count,h1_text,heading_hierarchy_valid,quote_form_present,image_count,canonical,schema_url_valid,banned_claims,qa_status,qa_failures
241,http://localhost/hopgiayvpn/product/custom-perfume-box-with-insert/,200,http://localhost/hopgiayvpn/product/custom-perfume-box-with-insert/,136197,1,"Custom Perfume Box with Insert",YES,YES,9,,YES,,PASS,
242,http://localhost/hopgiayvpn/product/custom-gift-box-with-ribbon-bow/,200,http://localhost/hopgiayvpn/product/custom-gift-box-with-ribbon-bow/,136136,1,"Custom Gift Box with Ribbon Bow",YES,YES,9,,YES,,PASS,
243,http://localhost/hopgiayvpn/product/custom-nested-kraft-gift-boxes-with-ribbon/,200,http://localhost/hopgiayvpn/product/custom-nested-kraft-gift-boxes-with-ribbon/,136694,1,"Custom Nested Kraft Gift Boxes with Ribbon",YES,YES,9,,YES,,PASS,
244,http://localhost/hopgiayvpn/product/custom-tea-gift-box-with-window/,200,http://localhost/hopgiayvpn/product/custom-tea-gift-box-with-window/,152228,1,"Custom Tea Gift Box with Window",YES,YES,18,,YES,,PASS,
245,http://localhost/hopgiayvpn/product/custom-apparel-drawer-box-with-ribbon-pull/,200,http://localhost/hopgiayvpn/product/custom-apparel-drawer-box-with-ribbon-pull/,136240,1,"Custom Apparel Drawer Box with Ribbon Pull",YES,YES,9,,YES,,PASS,
246,http://localhost/hopgiayvpn/product/custom-gift-box-with-shredded-paper-filler/,200,http://localhost/hopgiayvpn/product/custom-gift-box-with-shredded-paper-filler/,137182,1,"Custom Gift Box with Shredded Paper Filler",YES,YES,9,,YES,,PASS,
247,http://localhost/hopgiayvpn/product/custom-kraft-bakery-box-with-window/,200,http://localhost/hopgiayvpn/product/custom-kraft-bakery-box-with-window/,131210,1,"Custom Kraft Bakery Box with Window",YES,YES,9,,YES,,PASS,
248,http://localhost/hopgiayvpn/product/custom-pastry-sleeve-box-with-insert/,200,http://localhost/hopgiayvpn/product/custom-pastry-sleeve-box-with-insert/,136873,1,"Custom Pastry Sleeve Box with Insert",YES,YES,9,,YES,,PASS,
249,http://localhost/hopgiayvpn/product/custom-mooncake-gift-box-set-with-paper-bag/,200,http://localhost/hopgiayvpn/product/custom-mooncake-gift-box-set-with-paper-bag/,137615,1,"Custom Mooncake Gift Box Set with Paper Bag",YES,YES,9,,YES,,PASS,
250,http://localhost/hopgiayvpn/product/custom-mooncake-handbag-gift-box-with-insert/,200,http://localhost/hopgiayvpn/product/custom-mooncake-handbag-gift-box-with-insert/,153174,1,"Custom Mooncake Handbag Gift Box with Insert",YES,YES,18,,YES,,PASS,
252,http://localhost/hopgiayvpn/product/custom-mooncake-cabinet-gift-box-with-drawers/,200,http://localhost/hopgiayvpn/product/custom-mooncake-cabinet-gift-box-with-drawers/,137810,1,"Custom Mooncake Cabinet Gift Box with Drawers",YES,YES,9,,YES,,PASS,
254,http://localhost/hopgiayvpn/product/custom-rigid-gift-box-with-matching-paper-bag/,200,http://localhost/hopgiayvpn/product/custom-rigid-gift-box-with-matching-paper-bag/,136637,1,"Custom Rigid Gift Box with Matching Paper Bag",YES,YES,9,,YES,,PASS,
255,http://localhost/hopgiayvpn/product/custom-round-jar-drawer-box/,200,http://localhost/hopgiayvpn/product/custom-round-jar-drawer-box/,151046,1,"Custom Round Jar Drawer Box",YES,YES,18,,YES,,PASS,
256,http://localhost/hopgiayvpn/product/custom-luxury-watch-box-with-drawer/,200,http://localhost/hopgiayvpn/product/custom-luxury-watch-box-with-drawer/,143091,1,"Custom Luxury Watch Box with Drawer",YES,YES,12,,YES,,PASS,
257,http://localhost/hopgiayvpn/product/custom-watch-box-with-pillow-insert/,200,http://localhost/hopgiayvpn/product/custom-watch-box-with-pillow-insert/,149221,1,"Custom Watch Box with Pillow Insert",YES,YES,16,,YES,,PASS,
295,http://localhost/hopgiayvpn/product/custom-pastry-box-with-clear-window/,200,http://localhost/hopgiayvpn/product/custom-pastry-box-with-clear-window/,154288,1,"Custom Pastry Box with Clear Window",YES,YES,18,,YES,,PASS,
323,http://localhost/hopgiayvpn/product/custom-tumbler-packaging-box-with-insert/,200,http://localhost/hopgiayvpn/product/custom-tumbler-packaging-box-with-insert/,137778,1,"Custom Tumbler Packaging Box with Insert",YES,YES,9,,YES,,PASS,
325,http://localhost/hopgiayvpn/product/custom-skincare-jar-packaging-box-with-insert/,200,http://localhost/hopgiayvpn/product/custom-skincare-jar-packaging-box-with-insert/,143510,1,"Custom Skincare Jar Packaging Box with Insert",YES,YES,12,,YES,,PASS,
328,http://localhost/hopgiayvpn/product/custom-bottle-carrier-box-with-handle/,200,http://localhost/hopgiayvpn/product/custom-bottle-carrier-box-with-handle/,154571,1,"Custom Bottle Carrier Box with Handle",YES,YES,18,,YES,,PASS,
334,http://localhost/hopgiayvpn/product/custom-perfume-gift-set-box-with-insert/,200,http://localhost/hopgiayvpn/product/custom-perfume-gift-set-box-with-insert/,153997,1,"Custom Perfume Gift Set Box with Insert",YES,YES,18,,YES,,PASS,
340,http://localhost/hopgiayvpn/product/custom-cosmetic-drawer-box-with-insert/,200,http://localhost/hopgiayvpn/product/custom-cosmetic-drawer-box-with-insert/,153208,1,"Custom Cosmetic Drawer Box with Insert",YES,YES,18,,YES,,PASS,
346,http://localhost/hopgiayvpn/product/custom-rigid-square-gift-box-with-foil-logo/,200,http://localhost/hopgiayvpn/product/custom-rigid-square-gift-box-with-foil-logo/,149693,1,"Custom Rigid Square Gift Box with Foil Logo",YES,YES,16,,YES,,PASS,
351,http://localhost/hopgiayvpn/product/custom-luxury-mooncake-gift-box-with-insert/,200,http://localhost/hopgiayvpn/product/custom-luxury-mooncake-gift-box-with-insert/,153627,1,"Custom Luxury Mooncake Gift Box with Insert",YES,YES,18,,YES,,PASS,
357,http://localhost/hopgiayvpn/product/custom-kraft-pastry-drawer-box-with-insert/,200,http://localhost/hopgiayvpn/product/custom-kraft-pastry-drawer-box-with-insert/,147406,1,"Custom Kraft Pastry Drawer Box with Insert",YES,YES,14,,YES,,PASS,
367,http://localhost/hopgiayvpn/product/custom-mooncake-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-mooncake-packaging-box/,155142,1,"Custom Mooncake Packaging Box",YES,YES,18,,YES,,PASS,
373,http://localhost/hopgiayvpn/product/custom-luxury-paper-gift-bag-with-ribbon-handles/,200,http://localhost/hopgiayvpn/product/custom-luxury-paper-gift-bag-with-ribbon-handles/,154592,1,"Custom Luxury Paper Gift Bag with Ribbon Handles",YES,YES,18,,YES,,PASS,
379,http://localhost/hopgiayvpn/product/custom-paper-shopping-bag-with-handles/,200,http://localhost/hopgiayvpn/product/custom-paper-shopping-bag-with-handles/,147123,1,"Custom Paper Shopping Bag with Handles",YES,YES,14,,YES,,PASS,
386,http://localhost/hopgiayvpn/product/custom-printed-corrugated-ecommerce-box/,200,http://localhost/hopgiayvpn/product/custom-printed-corrugated-ecommerce-box/,144662,1,"Custom Printed Corrugated Ecommerce Box",YES,YES,12,,YES,,PASS,
391,http://localhost/hopgiayvpn/product/custom-corrugated-mailer-box/,200,http://localhost/hopgiayvpn/product/custom-corrugated-mailer-box/,155071,1,"Custom Corrugated Mailer Box",YES,YES,18,,YES,,PASS,
397,http://localhost/hopgiayvpn/product/custom-magnetic-gift-box-with-insert-tray/,200,http://localhost/hopgiayvpn/product/custom-magnetic-gift-box-with-insert-tray/,147468,1,"Custom Magnetic Gift Box with Insert Tray",YES,YES,14,,YES,,PASS,
401,http://localhost/hopgiayvpn/product/custom-magnetic-closure-gift-box/,200,http://localhost/hopgiayvpn/product/custom-magnetic-closure-gift-box/,147876,1,"Custom Magnetic Closure Gift Box",YES,YES,14,,YES,,PASS,
405,http://localhost/hopgiayvpn/product/custom-perfume-display-box-with-sleeve/,200,http://localhost/hopgiayvpn/product/custom-perfume-display-box-with-sleeve/,153377,1,"Custom Perfume Display Box with Sleeve",YES,YES,16,,YES,,PASS,
416,http://localhost/hopgiayvpn/product/custom-pastry-gift-box-with-insert/,200,http://localhost/hopgiayvpn/product/custom-pastry-gift-box-with-insert/,145467,1,"Custom Pastry Gift Box with Insert",YES,YES,14,,YES,,PASS,
422,http://localhost/hopgiayvpn/product/custom-magnetic-gift-box/,200,http://localhost/hopgiayvpn/product/custom-magnetic-gift-box/,148428,1,"CUSTOM MAGNETIC GIFT BOX",YES,YES,16,,YES,,PASS,
426,http://localhost/hopgiayvpn/product/custom-medical-kit-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-medical-kit-packaging-box/,160026,1,"CUSTOM MEDICAL KIT PACKAGING BOX",YES,YES,22,,YES,,PASS,
431,http://localhost/hopgiayvpn/product/custom-watch-box-with-drawer/,200,http://localhost/hopgiayvpn/product/custom-watch-box-with-drawer/,148190,1,"Custom Watch Box with Drawer",YES,YES,16,,YES,,PASS,
603,http://localhost/hopgiayvpn/product/custom-luxury-wine-bottle-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-luxury-wine-bottle-packaging-box/,151565,1,"Custom Luxury Wine Bottle Gift Box with Logo",YES,YES,18,,YES,,PASS,
725,http://localhost/hopgiayvpn/product/custom-luxury-gift-box-with-paper-bag/,200,http://localhost/hopgiayvpn/product/custom-luxury-gift-box-with-paper-bag/,150075,1,"CUSTOM LUXURY GIFT BOX WITH PAPER BAG",YES,YES,16,,YES,,PASS,
738,http://localhost/hopgiayvpn/product/custom-mug-packaging-box-with-window/,200,http://localhost/hopgiayvpn/product/custom-mug-packaging-box-with-window/,149859,1,"CUSTOM MUG PACKAGING BOX WITH WINDOW",YES,YES,16,,YES,,PASS,
739,http://localhost/hopgiayvpn/product/custom-paper-tube-food-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-paper-tube-food-packaging-box/,149450,1,"CUSTOM PAPER TUBE FOOD PACKAGING BOX",YES,YES,16,,YES,,PASS,
744,http://localhost/hopgiayvpn/product/custom-phone-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-phone-packaging-box/,146727,1,"CUSTOM PHONE PACKAGING BOX",YES,YES,13,,YES,,PASS,
752,http://localhost/hopgiayvpn/product/custom-pill-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-pill-packaging-box/,157631,1,"CUSTOM PILL PACKAGING BOX",YES,YES,22,,YES,,PASS,
757,http://localhost/hopgiayvpn/product/custom-printed-corrugated-pet-food-box/,200,http://localhost/hopgiayvpn/product/custom-printed-corrugated-pet-food-box/,149802,1,"CUSTOM PRINTED CORRUGATED PET FOOD BOX",YES,YES,16,,YES,,PASS,
762,http://localhost/hopgiayvpn/product/custom-rigid-gift-box/,200,http://localhost/hopgiayvpn/product/custom-rigid-gift-box/,148389,1,"CUSTOM RIGID GIFT BOX",YES,YES,16,,YES,,PASS,
767,http://localhost/hopgiayvpn/product/custom-single-wine-bottle-gift-box/,200,http://localhost/hopgiayvpn/product/custom-single-wine-bottle-gift-box/,150462,1,"CUSTOM SINGLE WINE BOTTLE GIFT BOX",YES,YES,16,,YES,,PASS,
769,http://localhost/hopgiayvpn/product/custom-ampoule-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-ampoule-packaging-box/,149454,1,"CUSTOM AMPOULE PACKAGING BOX",YES,YES,16,,YES,,PASS,
770,http://localhost/hopgiayvpn/product/custom-charging-cable-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-charging-cable-packaging-box/,150799,1,"CUSTOM CHARGING CABLE PACKAGING BOX",YES,YES,16,,YES,,PASS,
771,http://localhost/hopgiayvpn/product/custom-colored-pencil-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-colored-pencil-packaging-box/,150119,1,"CUSTOM COLORED PENCIL PACKAGING BOX",YES,YES,16,,YES,,PASS,
773,http://localhost/hopgiayvpn/product/custom-cosmetic-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-cosmetic-packaging-box/,155184,1,"CUSTOM COSMETIC PACKAGING BOX",YES,YES,20,,YES,,PASS,
774,http://localhost/hopgiayvpn/product/custom-cosmetic-paper-bag/,200,http://localhost/hopgiayvpn/product/custom-cosmetic-paper-bag/,151040,1,"CUSTOM COSMETIC PAPER BAG",YES,YES,18,,YES,,PASS,
775,http://localhost/hopgiayvpn/product/custom-crayon-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-crayon-packaging-box/,149212,1,"CUSTOM CRAYON PACKAGING BOX",YES,YES,16,,YES,,PASS,
776,http://localhost/hopgiayvpn/product/custom-dinnerware-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-dinnerware-packaging-box/,146893,1,"CUSTOM DINNERWARE PACKAGING BOX",YES,YES,14,,YES,,PASS,
777,http://localhost/hopgiayvpn/product/custom-phone-case-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-phone-case-packaging-box/,149148,1,"CUSTOM PHONE CASE PACKAGING BOX",YES,YES,16,,YES,,PASS,
778,http://localhost/hopgiayvpn/product/custom-supplement-drawer-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-supplement-drawer-packaging-box/,149636,1,"CUSTOM SUPPLEMENT DRAWER PACKAGING BOX",YES,YES,16,,YES,,PASS,
779,http://localhost/hopgiayvpn/product/custom-double-wine-bottle-gift-box/,200,http://localhost/hopgiayvpn/product/custom-double-wine-bottle-gift-box/,150511,1,"CUSTOM DOUBLE WINE BOTTLE GIFT BOX",YES,YES,16,,YES,,PASS,
780,http://localhost/hopgiayvpn/product/custom-drawer-gift-box/,200,http://localhost/hopgiayvpn/product/custom-drawer-gift-box/,149210,1,"CUSTOM DRAWER GIFT BOX",YES,YES,16,,YES,,PASS,
781,http://localhost/hopgiayvpn/product/custom-fountain-pen-gift-box/,200,http://localhost/hopgiayvpn/product/custom-fountain-pen-gift-box/,146609,1,"CUSTOM FOUNTAIN PEN GIFT BOX",YES,YES,14,,YES,,PASS,
782,http://localhost/hopgiayvpn/product/custom-knife-set-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-knife-set-packaging-box/,149508,1,"CUSTOM KNIFE SET PACKAGING BOX",YES,YES,16,,YES,,PASS,
783,http://localhost/hopgiayvpn/product/custom-kraft-paper-bag-for-supplement-packaging/,200,http://localhost/hopgiayvpn/product/custom-kraft-paper-bag-for-supplement-packaging/,150654,1,"CUSTOM KRAFT PAPER BAG FOR SUPPLEMENT PACKAGING",YES,YES,16,,YES,,PASS,
793,http://localhost/hopgiayvpn/product/custom-phone-packaging-box-with-paper-bag/,200,http://localhost/hopgiayvpn/product/custom-phone-packaging-box-with-paper-bag/,150898,1,"CUSTOM PHONE PACKAGING BOX WITH PAPER BAG",YES,YES,16,,YES,,PASS,
794,http://localhost/hopgiayvpn/product/custom-red-paper-shopping-bag/,200,http://localhost/hopgiayvpn/product/custom-red-paper-shopping-bag/,147610,1,"CUSTOM RED PAPER SHOPPING BAG",YES,YES,14,,YES,,PASS,
802,http://localhost/hopgiayvpn/product/custom-skincare-gift-box-with-insert/,200,http://localhost/hopgiayvpn/product/custom-skincare-gift-box-with-insert/,158890,1,"CUSTOM SKINCARE GIFT BOX WITH INSERT",YES,YES,22,,YES,,PASS,
807,http://localhost/hopgiayvpn/product/custom-stationery-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-stationery-packaging-box/,150072,1,"CUSTOM STATIONERY PACKAGING BOX",YES,YES,16,,YES,,PASS,
815,http://localhost/hopgiayvpn/product/custom-tablet-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-tablet-packaging-box/,152159,1,"CUSTOM TABLET PACKAGING BOX",YES,YES,18,,YES,,PASS,
821,http://localhost/hopgiayvpn/product/custom-thermos-bottle-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-thermos-bottle-packaging-box/,150611,1,"CUSTOM THERMOS BOTTLE PACKAGING BOX",YES,YES,16,,YES,,PASS,
829,http://localhost/hopgiayvpn/product/custom-vial-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-vial-packaging-box/,162731,1,"Custom Vial Boxes for Glass Vials, Ampoules and Lab Samples",YES,YES,22,,YES,,PASS,
835,http://localhost/hopgiayvpn/product/custom-wine-bottle-gift-box-with-paper-bag/,200,http://localhost/hopgiayvpn/product/custom-wine-bottle-gift-box-with-paper-bag/,153164,1,"CUSTOM WINE BOTTLE GIFT BOX WITH PAPER BAG",YES,YES,18,,YES,,PASS,
840,http://localhost/hopgiayvpn/product/custom-wine-bottle-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-wine-bottle-packaging-box/,149849,1,"CUSTOM WINE BOTTLE PACKAGING BOX",YES,YES,16,,YES,,PASS,
860,http://localhost/hopgiayvpn/product/custom-shoe-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-shoe-packaging-box/,149802,1,"CUSTOM SHOE PACKAGING BOX",YES,YES,16,,YES,,PASS,
865,http://localhost/hopgiayvpn/product/custom-belt-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-belt-packaging-box/,148858,1,"CUSTOM BELT PACKAGING BOX",YES,YES,16,,YES,,PASS,
869,http://localhost/hopgiayvpn/product/custom-men-underwear-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-men-underwear-packaging-box/,147265,1,"CUSTOM MEN UNDERWEAR PACKAGING BOX",YES,YES,14,,YES,,PASS,
872,http://localhost/hopgiayvpn/product/custom-sportswear-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-sportswear-packaging-box/,143652,1,"CUSTOM SPORTSWEAR PACKAGING BOX",YES,YES,12,,YES,,PASS,
876,http://localhost/hopgiayvpn/product/custom-t-shirt-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-t-shirt-packaging-box/,146060,1,"CUSTOM T-SHIRT PACKAGING BOX",YES,YES,14,,YES,,PASS,
881,http://localhost/hopgiayvpn/product/custom-wallet-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-wallet-packaging-box/,149130,1,"CUSTOM WALLET PACKAGING BOX",YES,YES,16,,YES,,PASS,
939,http://localhost/hopgiayvpn/product/custom-sports-shoe-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-sports-shoe-packaging-box/,148673,1,"CUSTOM SPORTS SHOE PACKAGING BOX",YES,YES,16,,YES,,PASS,
944,http://localhost/hopgiayvpn/product/premium-pickleball-set-rigid-paper-box/,200,http://localhost/hopgiayvpn/product/premium-pickleball-set-rigid-paper-box/,149673,1,"PREMIUM PICKLEBALL SET RIGID PAPER BOX",YES,YES,16,,YES,,PASS,
949,http://localhost/hopgiayvpn/product/custom-knee-support-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-knee-support-packaging-box/,147099,1,"CUSTOM KNEE SUPPORT PACKAGING BOX",YES,YES,16,,YES,,PASS,
956,http://localhost/hopgiayvpn/product/custom-sports-underwear-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-sports-underwear-packaging-box/,154612,1,"CUSTOM SPORTS UNDERWEAR PACKAGING BOX",YES,YES,20,,YES,,PASS,
981,http://localhost/hopgiayvpn/product/custom-paper-egg-packaging-boxes/,200,http://localhost/hopgiayvpn/product/custom-paper-egg-packaging-boxes/,148340,1,"CUSTOM PAPER EGG PACKAGING BOXES",YES,YES,16,,YES,,PASS,
1023,http://localhost/hopgiayvpn/product/custom-blue-bird-nest-drawer-gift-box/,200,http://localhost/hopgiayvpn/product/custom-blue-bird-nest-drawer-gift-box/,155178,1,"CUSTOM BLUE BIRD NEST DRAWER GIFT BOX",YES,YES,20,,YES,,PASS,
1024,http://localhost/hopgiayvpn/product/custom-green-bird-nest-gift-box-with-handle/,200,http://localhost/hopgiayvpn/product/custom-green-bird-nest-gift-box-with-handle/,152329,1,"CUSTOM GREEN BIRD NEST GIFT BOX WITH HANDLE",YES,YES,18,,YES,,PASS,
1025,http://localhost/hopgiayvpn/product/custom-green-bird-nest-cabinet-gift-box/,200,http://localhost/hopgiayvpn/product/custom-green-bird-nest-cabinet-gift-box/,156158,1,"CUSTOM GREEN BIRD NEST CABINET GIFT BOX",YES,YES,20,,YES,,PASS,
1026,http://localhost/hopgiayvpn/product/custom-green-bird-nest-compartment-gift-box/,200,http://localhost/hopgiayvpn/product/custom-green-bird-nest-compartment-gift-box/,155115,1,"CUSTOM GREEN BIRD NEST COMPARTMENT GIFT BOX",YES,YES,20,,YES,,PASS,
1027,http://localhost/hopgiayvpn/product/kraft-corrugated-mailer-box/,200,http://localhost/hopgiayvpn/product/kraft-corrugated-mailer-box/,148744,1,"KRAFT CORRUGATED MAILER BOX",YES,YES,16,,YES,,PASS,
1168,http://localhost/hopgiayvpn/product/custom-candle-shipping-mailer-box-with-corrugated-insert/,200,http://localhost/hopgiayvpn/product/custom-candle-shipping-mailer-box-with-corrugated-insert/,148031,1,"CUSTOM CANDLE SHIPPING MAILER BOX WITH CORRUGATED INSERT",YES,YES,13,,YES,,PASS,
1169,http://localhost/hopgiayvpn/product/custom-two-piece-candle-gift-box-with-lid-and-base/,200,http://localhost/hopgiayvpn/product/custom-two-piece-candle-gift-box-with-lid-and-base/,146797,1,"CUSTOM TWO-PIECE CANDLE GIFT BOX WITH LID AND BASE",YES,YES,13,,YES,,PASS,
1170,http://localhost/hopgiayvpn/product/custom-window-candle-box-for-tumbler-candles/,200,http://localhost/hopgiayvpn/product/custom-window-candle-box-for-tumbler-candles/,146385,1,"CUSTOM WINDOW CANDLE BOX FOR TUMBLER CANDLES",YES,YES,13,,YES,,PASS,
1215,http://localhost/hopgiayvpn/product/custom-candle-paper-tube-box/,200,http://localhost/hopgiayvpn/product/custom-candle-paper-tube-box/,148349,1,"CUSTOM CANDLE PAPER TUBE BOX",YES,YES,16,,YES,,PASS,
1220,http://localhost/hopgiayvpn/product/custom-coffee-paper-tube-packaging/,200,http://localhost/hopgiayvpn/product/custom-coffee-paper-tube-packaging/,149038,1,"CUSTOM COFFEE PAPER TUBE PACKAGING",YES,YES,16,,YES,,PASS,
1225,http://localhost/hopgiayvpn/product/custom-tea-paper-tube-packaging/,200,http://localhost/hopgiayvpn/product/custom-tea-paper-tube-packaging/,148430,1,"CUSTOM TEA PAPER TUBE PACKAGING",YES,YES,16,,YES,,PASS,
1230,http://localhost/hopgiayvpn/product/custom-fitness-accessory-gift-box/,200,http://localhost/hopgiayvpn/product/custom-fitness-accessory-gift-box/,148861,1,"CUSTOM FITNESS ACCESSORY GIFT BOX",YES,YES,16,,YES,,PASS,
1235,http://localhost/hopgiayvpn/product/custom-golf-ball-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-golf-ball-packaging-box/,149202,1,"CUSTOM GOLF BALL PACKAGING BOX",YES,YES,16,,YES,,PASS,
1240,http://localhost/hopgiayvpn/product/custom-resistance-band-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-resistance-band-packaging-box/,149511,1,"CUSTOM RESISTANCE BAND PACKAGING BOX",YES,YES,16,,YES,,PASS,
1245,http://localhost/hopgiayvpn/product/custom-yoga-mat-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-yoga-mat-packaging-box/,149043,1,"CUSTOM YOGA MAT PACKAGING BOX",YES,YES,16,,YES,,PASS,
1276,http://localhost/hopgiayvpn/product/custom-bracelet-packaging-box-with-pillow-insert/,200,http://localhost/hopgiayvpn/product/custom-bracelet-packaging-box-with-pillow-insert/,149728,1,"CUSTOM BRACELET PACKAGING BOX WITH PILLOW INSERT",YES,YES,16,,YES,,PASS,
1281,http://localhost/hopgiayvpn/product/custom-earring-box-with-foam-insert/,200,http://localhost/hopgiayvpn/product/custom-earring-box-with-foam-insert/,148501,1,"CUSTOM EARRING BOX WITH FOAM INSERT",YES,YES,16,,YES,,PASS,
1286,http://localhost/hopgiayvpn/product/custom-necklace-paper-box-with-logo/,200,http://localhost/hopgiayvpn/product/custom-necklace-paper-box-with-logo/,148519,1,"CUSTOM NECKLACE PAPER BOX WITH LOGO",YES,YES,16,,YES,,PASS,
1291,http://localhost/hopgiayvpn/product/custom-ring-box-with-velvet-insert/,200,http://localhost/hopgiayvpn/product/custom-ring-box-with-velvet-insert/,148219,1,"CUSTOM RING BOX WITH VELVET INSERT",YES,YES,16,,YES,,PASS,
1412,http://localhost/hopgiayvpn/product/custom-serum-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-serum-packaging-box/,147738,1,"CUSTOM SERUM PACKAGING BOX",YES,YES,16,,YES,,PASS,
1413,http://localhost/hopgiayvpn/product/custom-cream-jar-packaging-box/,200,http://localhost/hopgiayvpn/product/custom-cream-jar-packaging-box/,148197,1,"CUSTOM CREAM JAR PACKAGING BOX",YES,YES,16,,YES,,PASS,
