product_id,url,primary_keyword,seo_title,seo_title_length,meta_description,meta_description_length,focus_keyword_exact,seo_title_exact,meta_description_exact,seo_title_unique,meta_description_unique,focus_keyword_unique,canonical_db_preserved,effective_canonical_valid,frontend_title_exact,frontend_meta_exact,qa_status
247,http://localhost/hopgiayvpn/product/custom-kraft-bakery-box-with-window/,"kraft bakery box with window","Custom Kraft Bakery Box With Window Manufacturer Supplier",57,"Custom kraft bakery box with window for croissants, pastries, bread, desserts, and bakery takeaway packaging. Request a specification-led B2B quote.",148,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
248,http://localhost/hopgiayvpn/product/custom-pastry-sleeve-box-with-insert/,"pastry sleeve box","Custom Pastry Sleeve Box With Insert for Food Brands",52,"Custom pastry sleeve box with insert for mini cakes, pastries, desserts, mooncakes, and bakery gift packaging. Features custom logo. B2B packaging.",147,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
249,http://localhost/hopgiayvpn/product/custom-mooncake-gift-box-set-with-paper-bag/,"mooncake gift box set","Custom Mooncake Gift Box Set With Paper Bag for Food Brands",59,"Custom mooncake gift box set with matching paper bag for bakery brands, hotels, corporate gifts, and seasonal food packaging. Features custom logo.",147,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
250,http://localhost/hopgiayvpn/product/custom-mooncake-handbag-gift-box-with-insert/,"mooncake handbag gift box","Custom Mooncake Handbag Gift Box With Insert for Food Brands",60,"Custom mooncake handbag gift box with insert for premium mooncakes, bakery gifts, hotel collections, and corporate food packaging. Features custom logo.",152,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
252,http://localhost/hopgiayvpn/product/custom-mooncake-cabinet-gift-box-with-drawers/,"mooncake cabinet gift box","Custom Mooncake Cabinet Gift Box With Drawers Manufacturer",58,"Custom mooncake cabinet gift box with double-door opening, drawer compartments, decorative artwork, and premium structure for luxury mooncake sets, corporate.",158,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
254,http://localhost/hopgiayvpn/product/custom-rigid-gift-box-with-matching-paper-bag/,"rigid gift box with paper bag","Custom Rigid Gift Box With Matching Paper Bag Manufacturer",58,"Custom rigid gift box with matching paper bag for premium gifts, cosmetics, jewelry, retail products, and corporate packaging. Features custom logo.",148,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
255,http://localhost/hopgiayvpn/product/custom-round-jar-drawer-box/,"round jar drawer box","Custom Round Jar Drawer Box for Candle Brands Manufacturer",58,"Custom round jar drawer box for candle jars, cosmetic jars, balm jars, skincare products, and premium retail gifts. Features custom logo. B2B packaging.",152,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
256,http://localhost/hopgiayvpn/product/custom-luxury-watch-box-with-drawer/,"luxury watch box with drawer","Custom Luxury Watch Box With Drawer for Watch Brands",52,"Custom luxury watch box with drawer for premium wristwatches, jewelry gifts, and branded retail packaging. Features custom logo. B2B packaging.",143,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
257,http://localhost/hopgiayvpn/product/custom-watch-box-with-pillow-insert/,"watch box with pillow","Custom Watch Box With Pillow Insert for Watch Brands",52,"Custom watch box with pillow insert for wristwatches, luxury gifts, retail display, and branded packaging. Features custom logo. B2B packaging.",143,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
295,http://localhost/hopgiayvpn/product/custom-pastry-box-with-clear-window/,"pastry box with window","Custom Pastry Box With Clear Window for Food Brands",51,"Custom dessert gift box with inserts for branded presentation, protective packing, and premium retail-ready unboxing. Features custom logo. B2B packaging.",154,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
323,http://localhost/hopgiayvpn/product/custom-tumbler-packaging-box-with-insert/,"tumbler packaging box","Custom Tumbler Packaging Box With Insert Manufacturer",53,"Custom tumbler packaging box with insert for drinkware, glass cups, mugs, bottles, and premium retail gifts. Features custom logo. B2B packaging.",145,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
325,http://localhost/hopgiayvpn/product/custom-skincare-jar-packaging-box-with-insert/,"skincare jar packaging box","Custom Skincare Jar Packaging Box With Insert Manufacturer",58,"Custom skincare jar packaging box with insert for cream jars, cosmetic sets, beauty products, and retail packaging. Features custom logo. B2B packaging.",152,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
328,http://localhost/hopgiayvpn/product/custom-bottle-carrier-box-with-handle/,"bottle carrier box","Custom Bottle Carrier Box With Handle for Beverage Brands",57,"Custom bottle carrier box with handle for beer, beverages, glass bottles, sauce bottles, and gift packaging. Features custom logo. B2B packaging.",145,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
334,http://localhost/hopgiayvpn/product/custom-perfume-gift-set-box-with-insert/,"perfume gift set box","Custom Perfume Gift Set Box With Insert for Perfume Brands",58,"Custom perfume gift set box with insert for fragrance brands, mini perfume bottles, sample sets, and luxury retail gifts. Features custom logo.",143,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
340,http://localhost/hopgiayvpn/product/custom-cosmetic-drawer-box-with-insert/,"cosmetic drawer box","Custom Cosmetic Drawer Box With Insert for Cosmetics Brands",59,"Custom cosmetic drawer box with insert for skincare sets, serum bottles, beauty products, and premium retail packaging. Features custom logo.",141,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
346,http://localhost/hopgiayvpn/product/custom-rigid-square-gift-box-with-foil-logo/,"rigid square gift box","Custom Rigid Square Gift Box With Foil Logo Manufacturer",56,"Custom rigid square gift box with foil logo for premium gifts, cosmetics, retail products, accessories, and branded packaging. Features custom logo.",148,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
351,http://localhost/hopgiayvpn/product/custom-luxury-mooncake-gift-box-with-insert/,"luxury mooncake gift box","Custom Luxury Mooncake Gift Box With Insert for Food Brands",59,"Custom luxury mooncake gift box with rigid structure, hinged lid, decorative artwork, and compartment insert for premium mooncakes, bakery gifts, corporate.",156,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
357,http://localhost/hopgiayvpn/product/custom-kraft-pastry-drawer-box-with-insert/,"pastry drawer box","Custom Kraft Pastry Drawer Box With Insert for Food Brands",58,"Custom kraft pastry drawer box with insert for bakeries, pastry brands, mooncakes, desserts, and premium food gifts. Features kraft paper look.",143,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
367,http://localhost/hopgiayvpn/product/custom-mooncake-packaging-box/,"mooncake packaging box","Custom Mooncake Packaging Box for Food Brands Manufacturer",58,"Custom mooncake packaging box for bakery brands, pastry gifts, seasonal food packaging, and premium confectionery products. Features custom logo.",145,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
373,http://localhost/hopgiayvpn/product/custom-luxury-paper-gift-bag-with-ribbon-handles/,"luxury paper gift bag","Custom Luxury Paper Gift Bag With Ribbon Handles Supplier",57,"Custom luxury paper gift bag with ribbon handles for premium gifts, retail stores, fashion brands, cosmetics, events, and branded packaging.",140,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
379,http://localhost/hopgiayvpn/product/custom-paper-shopping-bag-with-handles/,"custom paper shopping bag","Custom Paper Shopping Bag With Handles for Retail Brands",56,"Custom paper shopping bag with handles for retail stores, gift packaging, fashion brands, cosmetics, accessories, and promotional events. B2B packaging.",152,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
386,http://localhost/hopgiayvpn/product/custom-printed-corrugated-ecommerce-box/,"printed corrugated ecommerce box","Custom PRinted Corrugated Ecommerce Box for Ecommerce Brands",60,"Custom printed corrugated ecommerce box with tuck top structure, inside printing, logo printing, and durable paperboard for bakery products, gifts, apparel.",156,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
391,http://localhost/hopgiayvpn/product/custom-corrugated-mailer-box/,"custom corrugated mailer box","Custom Corrugated Mailer Box for Ecommerce Brands Supplier",58,"Custom corrugated mailer box for ecommerce shipping, apparel, shoes, gifts, subscription boxes, and retail packaging. Features custom logo. B2B packaging.",154,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
397,http://localhost/hopgiayvpn/product/custom-magnetic-gift-box-with-insert-tray/,"magnetic gift box with insert","Custom Magnetic Gift Box With Insert Tray Manufacturer",54,"Custom magnetic gift box with insert tray for premium gifts, cosmetics, retail products, accessories, and branded packaging. Features custom logo.",146,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
401,http://localhost/hopgiayvpn/product/custom-magnetic-closure-gift-box/,"magnetic closure gift box","Custom Magnetic Closure Gift Box for Cosmetics Brands",53,"Custom magnetic closure gift box with rigid paperboard structure, flip-top lid, logo printing, and premium finishing options for luxury gifts, cosmetics.",153,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
405,http://localhost/hopgiayvpn/product/custom-perfume-display-box-with-sleeve/,"perfume display box","Custom Perfume Display Box With Sleeve for Perfume Brands",57,"Custom perfume display box with sleeve for fragrance brands, cosmetic packaging, retail display, and luxury presentation. Features custom logo.",143,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
416,http://localhost/hopgiayvpn/product/custom-pastry-gift-box-with-insert/,"pastry gift box with insert","Custom Pastry Gift Box With Insert for Food Brands",50,"Custom pastry gift box with insert for bakeries, dessert brands, confectionery products, and premium food gifts. Features custom logo. B2B packaging.",149,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
422,http://localhost/hopgiayvpn/product/custom-magnetic-gift-box/,"magnetic gift box","Custom Magnetic Gift Box for Retail Brands Manufacturer",55,"CUSTOM MAGNETIC GIFT BOX is a rigid paper packaging solution for premium gifts, retail products, promotional kits, and branded merchandise. B2B packaging.",154,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
426,http://localhost/hopgiayvpn/product/custom-medical-kit-packaging-box/,"medical kit packaging box","Custom Medical Kit Packaging Box for Healthcare Brands",54,"CUSTOM MEDICAL KIT PACKAGING BOX is designed for diagnostic kits, healthcare sample sets, first-aid components, clinical products, and medical supply programs.",159,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
431,http://localhost/hopgiayvpn/product/custom-watch-box-with-drawer/,"watch box with drawer","Custom Watch Box With Drawer for Watch Brands Manufacturer",58,"Custom watch box with drawer for watch brands, jewelry retailers, gift packaging, and ecommerce orders. Features custom logo. B2B packaging.",140,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
603,http://localhost/hopgiayvpn/product/custom-luxury-wine-bottle-packaging-box/,"luxury wine bottle gift box","Custom Luxury Wine Bottle Gift Box With Logo for Wine Brands",60,"Custom luxury wine bottle packaging box designed for premium wine, gift sets, and brand presentation. Features custom logo. B2B packaging.",138,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
725,http://localhost/hopgiayvpn/product/custom-luxury-gift-box-with-paper-bag/,"luxury gift box with paper bag","Custom Luxury Gift Box With Paper Bag for Retail Brands",55,"CUSTOM LUXURY GIFT BOX WITH PAPER BAG is a coordinated paper packaging solution for retail gifts, VIP client sets, holiday campaigns, and premium product.",154,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
738,http://localhost/hopgiayvpn/product/custom-mug-packaging-box-with-window/,"mug packaging box with window","Custom Mug Packaging Box With Window for Drinkware Brands",57,"CUSTOM MUG PACKAGING BOX WITH WINDOW is a retail paperboard packaging solution for ceramic mugs, cups, drinkware gifts, and branded beverage merchandise.",153,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
739,http://localhost/hopgiayvpn/product/custom-paper-tube-food-packaging-box/,"paper tube food packaging box","Custom Paper Tube Food Packaging Box for Food Brands",52,"CUSTOM PAPER TUBE FOOD PACKAGING BOX is a round paper packaging solution for tea, coffee, snacks, candy, cookies, powders, and dry food products.",145,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
744,http://localhost/hopgiayvpn/product/custom-phone-packaging-box/,"phone packaging box","Custom Phone Packaging Box for Electronics Brands Supplier",58,"CUSTOM PHONE PACKAGING BOX is a paper packaging solution for smartphones, refurbished phones, demo devices, and mobile electronics kits. B2B packaging.",151,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
752,http://localhost/hopgiayvpn/product/custom-pill-packaging-box/,"pill packaging box","Custom Pill Packaging Box for Pharmaceutical Brands",51,"CUSTOM PILL PACKAGING BOX is designed for pills, tablets, capsules, blister packs, medicine samples, and healthcare products that need clear information.",153,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
757,http://localhost/hopgiayvpn/product/custom-printed-corrugated-pet-food-box/,"printed corrugated pet food box","Custom PRinted Corrugated Pet Food Box for Pet Food Brands",58,"CUSTOM PRINTED CORRUGATED PET FOOD BOX is a durable paper packaging solution for pet food, treats, pouches, subscription kits, and pet product bundles.",151,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
762,http://localhost/hopgiayvpn/product/custom-rigid-gift-box/,"rigid gift box","Custom Rigid Gift Box for Retail Brands Manufacturer",52,"CUSTOM RIGID GIFT BOX is a premium paperboard packaging solution for gifts, retail products, luxury sets, and branded presentation boxes. B2B packaging.",152,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
767,http://localhost/hopgiayvpn/product/custom-single-wine-bottle-gift-box/,"single wine bottle gift box","Custom Single Wine Bottle Gift Box for Wine Brands",50,"CUSTOM SINGLE WINE BOTTLE GIFT BOX is designed for one wine bottle, spirits bottle, champagne bottle, or premium beverage gift. Features single bottle support.",159,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
769,http://localhost/hopgiayvpn/product/custom-ampoule-packaging-box/,"ampoule packaging box","Custom Ampoule Packaging Box for Skincare Brands Supplier",57,"CUSTOM AMPOULE PACKAGING BOX is designed for skincare ampoules, serum vials, treatment shots, and small glass beauty containers that need precise protection.",157,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
770,http://localhost/hopgiayvpn/product/custom-charging-cable-packaging-box/,"charging cable packaging box","Custom Charging Cable Packaging Box for Electronics Brands",58,"CUSTOM CHARGING CABLE PACKAGING BOX is built for USB, Type-C, Lightning, braided, and fast-charging cable products that need clear retail communication and.",156,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
771,http://localhost/hopgiayvpn/product/custom-colored-pencil-packaging-box/,"colored pencil packaging box","Custom Colored Pencil Packaging Box for Stationery Brands",57,"CUSTOM COLORED PENCIL PACKAGING BOX is designed for organized art supply sets where color order, pencil protection, and creative presentation matter.",149,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
773,http://localhost/hopgiayvpn/product/custom-cosmetic-packaging-box/,"cosmetic packaging box","Custom Cosmetic Packaging Box for Cosmetic Brands Supplier",58,"CUSTOM COSMETIC PACKAGING BOX is a flexible retail package for creams, serums, makeup, toner bottles, masks, tubes, and beauty kits. Features custom logo.",154,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
774,http://localhost/hopgiayvpn/product/custom-cosmetic-paper-bag/,"cosmetic paper bag","Custom Cosmetic Paper Bag for Cosmetic Brands Manufacturer",58,"CUSTOM COSMETIC PAPER BAG is a branded carry-out and gift packaging solution for skincare boutiques, makeup counters, perfume shops, salons, and beauty.",152,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
775,http://localhost/hopgiayvpn/product/custom-crayon-packaging-box/,"crayon packaging box","Custom Crayon Packaging Box for Stationery Brands Supplier",58,"CUSTOM CRAYON PACKAGING BOX is designed for children coloring products, school art packs, classroom supplies, and mass retail crayon sets. B2B packaging.",153,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
776,http://localhost/hopgiayvpn/product/custom-dinnerware-packaging-box/,"dinnerware packaging box","Custom Dinnerware Packaging Box for Dinnerware Brands",53,"CUSTOM DINNERWARE PACKAGING BOX is made for ceramic plates, bowls, mugs, tea sets, porcelain items, and homeware gift sets that need impact protection and.",155,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
777,http://localhost/hopgiayvpn/product/custom-phone-case-packaging-box/,"phone case packaging box","Custom Phone Case Packaging Box for Electronics Brands",54,"CUSTOM PHONE CASE PACKAGING BOX is created for silicone, TPU, leather, clear, MagSafe-compatible, and protective mobile phone cases. Features custom logo.",154,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
778,http://localhost/hopgiayvpn/product/custom-supplement-drawer-packaging-box/,"supplement drawer packaging box","Custom Supplement Drawer Packaging Box for Supplement Brands",60,"CUSTOM SUPPLEMENT DRAWER PACKAGING BOX is designed for vitamin bottles, wellness kits, capsule programs, sachet sets, probiotics, collagen products, and.",153,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
779,http://localhost/hopgiayvpn/product/custom-double-wine-bottle-gift-box/,"double wine bottle gift box","Custom Double Wine Bottle Gift Box for Wine Brands",50,"CUSTOM DOUBLE WINE BOTTLE GIFT BOX is designed for two-bottle wine, champagne, spirits, and premium beverage gift sets that need both luxury presentation and.",158,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
780,http://localhost/hopgiayvpn/product/custom-drawer-gift-box/,"drawer gift box","Custom Drawer Gift Box for Retail Brands Manufacturer",53,"CUSTOM DRAWER GIFT BOX is a slide-out rigid packaging solution for premium retail products, gift sets, accessories, cosmetics, stationery, and promotional.",155,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
781,http://localhost/hopgiayvpn/product/custom-fountain-pen-gift-box/,"fountain pen gift box","Custom Fountain Pen Gift Box for Stationery Brands",50,"CUSTOM FOUNTAIN PEN GIFT BOX is designed for luxury writing instruments, pen sets, refill kits, stationery gifts, and executive promotional products.",149,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
782,http://localhost/hopgiayvpn/product/custom-knife-set-packaging-box/,"knife set packaging box","Custom Knife Set Packaging Box for Kitchenware Brands",53,"CUSTOM KNIFE SET PACKAGING BOX is made for kitchen knives, cutlery gift sets, chef knife kits, utility knives, and premium homeware retail products.",148,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
783,http://localhost/hopgiayvpn/product/custom-kraft-paper-bag-for-supplement-packaging/,"kraft paper bag for supplement packaging","Custom Kraft Paper Bag For Supplement Packaging Manufacturer",60,"CUSTOM KRAFT PAPER BAG FOR SUPPLEMENT PACKAGING is designed for vitamins, wellness products, herbal supplements, nutrition kits, health stores, and.",148,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
793,http://localhost/hopgiayvpn/product/custom-phone-packaging-box-with-paper-bag/,"phone packaging box with paper bag","Custom Phone Packaging Box With Paper Bag Manufacturer",54,"CUSTOM PHONE PACKAGING BOX WITH PAPER BAG is a custom paper packaging solution for smartphones, refurbished phones, demo devices, warranty kits, phone.",151,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
794,http://localhost/hopgiayvpn/product/custom-red-paper-shopping-bag/,"red paper shopping bag","Custom Red Paper Shopping Bag for Fashion Brands Supplier",57,"CUSTOM RED PAPER SHOPPING BAG is a custom paper packaging solution for fashion apparel, shoes, accessories, cosmetics, sportswear, boutique gifts, event.",153,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
802,http://localhost/hopgiayvpn/product/custom-skincare-gift-box-with-insert/,"skincare gift box with insert","Custom Skincare Gift Box With Insert for Beauty Brands",54,"CUSTOM SKINCARE GIFT BOX WITH INSERT is a custom paper packaging solution for serum sets, toner and cream kits, facial care routines, spa gift sets, holiday.",157,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
807,http://localhost/hopgiayvpn/product/custom-stationery-packaging-box/,"stationery packaging box","Custom Stationery Packaging Box for Stationery Brands",53,"CUSTOM STATIONERY PACKAGING BOX is a custom paper packaging solution for pencils, pens, rulers, erasers, art tools, school kits, notebooks, office accessories.",159,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
815,http://localhost/hopgiayvpn/product/custom-tablet-packaging-box/,"tablet packaging box","Custom Tablet Packaging Box for Pharmaceutical Brands",53,"CUSTOM TABLET PACKAGING BOX is a custom paper packaging solution for tablets, capsules, blister cards, pill bottles, herbal tablets, clinical samples.",150,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
821,http://localhost/hopgiayvpn/product/custom-thermos-bottle-packaging-box/,"thermos bottle packaging box","Custom Thermos Bottle Packaging Box for Drinkware Brands",56,"CUSTOM THERMOS BOTTLE PACKAGING BOX is a custom paper packaging solution for thermos bottles, insulated tumblers, sports bottles, travel mugs, flask gift sets.",159,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
829,http://localhost/hopgiayvpn/product/custom-vial-packaging-box/,"custom vial boxes","Custom Vial Boxes For Glass Vials, Ampoules And Lab Samples",59,"Custom vial boxes are designed to protect and present small glass vials, ampoules, lab samples, cosmetic vials, medicine samples, essential oil vials and.",154,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,PASS
