source_product_id,source_title,source_url,link_type,target_id,target_title,target_url,anchor_text,reason,suggested_placement,http_status,effective_url,redirect_count,http_error,validation
232,"Luxury Wine Bottle Packaging Boxes",http://localhost/hopgiayvpn/product/luxury-wine-bottle-packaging-boxes/,related_product,603,"Custom Luxury Wine Bottle Gift Box with Logo",http://localhost/hopgiayvpn/product/custom-luxury-wine-bottle-packaging-box/,"custom luxury wine bottle gift box with logo","Same category with a different packed product, structure or support option.","After the structure/opening section.",200,http://localhost/hopgiayvpn/product/custom-luxury-wine-bottle-packaging-box/,0,,VALID_EXISTING_URL
232,"Luxury Wine Bottle Packaging Boxes",http://localhost/hopgiayvpn/product/luxury-wine-bottle-packaging-boxes/,related_product,1482,"Custom Wine Magnetic Gift Box",http://localhost/hopgiayvpn/product/custom-wine-magnetic-gift-box/,"custom wine magnetic gift box","Same category with a different packed product, structure or support option.","After the insert, material or use-case section.",200,http://localhost/hopgiayvpn/product/custom-wine-magnetic-gift-box/,0,,VALID_EXISTING_URL
232,"Luxury Wine Bottle Packaging Boxes",http://localhost/hopgiayvpn/product/luxury-wine-bottle-packaging-boxes/,related_product,1476,"Custom Watch Magnetic Presentation Box",http://localhost/hopgiayvpn/product/custom-watch-magnetic-presentation-box/,"custom watch magnetic presentation box","Same category with a different packed product, structure or support option.","After the insert, material or use-case section.",200,http://localhost/hopgiayvpn/product/custom-watch-magnetic-presentation-box/,0,,VALID_EXISTING_URL
233,"Custom Candle Jar Box with Insert",http://localhost/hopgiayvpn/product/custom-candle-jar-box-with-insert/,category_hub,,"Candle Packaging Boxes",http://localhost/hopgiayvpn/products/candle-packaging-boxes/,"candle packaging boxes","Connect the product to its most specific existing category hub.","Product introduction or breadcrumb-support paragraph.",200,http://localhost/hopgiayvpn/products/candle-packaging-boxes/,0,,VALID_EXISTING_URL
233,"Custom Candle Jar Box with Insert",http://localhost/hopgiayvpn/product/custom-candle-jar-box-with-insert/,related_product,1478,"Custom Candle Magnetic Gift Box",http://localhost/hopgiayvpn/product/custom-candle-magnetic-gift-box/,"custom candle magnetic gift box","Same category with a different packed product, structure or support option.","After the structure/opening section.",200,http://localhost/hopgiayvpn/product/custom-candle-magnetic-gift-box/,0,,VALID_EXISTING_URL
233,"Custom Candle Jar Box with Insert",http://localhost/hopgiayvpn/product/custom-candle-jar-box-with-insert/,related_product,1169,"CUSTOM TWO-PIECE CANDLE GIFT BOX WITH LID AND BASE",http://localhost/hopgiayvpn/product/custom-two-piece-candle-gift-box-with-lid-and-base/,"custom two-piece candle gift box with lid and base","Same category with a different packed product, structure or support option.","After the insert, material or use-case section.",200,http://localhost/hopgiayvpn/product/custom-two-piece-candle-gift-box-with-lid-and-base/,0,,VALID_EXISTING_URL
233,"Custom Candle Jar Box with Insert",http://localhost/hopgiayvpn/product/custom-candle-jar-box-with-insert/,related_product,1168,"CUSTOM CANDLE SHIPPING MAILER BOX WITH CORRUGATED INSERT",http://localhost/hopgiayvpn/product/custom-candle-shipping-mailer-box-with-corrugated-insert/,"custom candle shipping mailer box with corrugated insert","Same category with a different packed product, structure or support option.","After the insert, material or use-case section.",200,http://localhost/hopgiayvpn/product/custom-candle-shipping-mailer-box-with-corrugated-insert/,0,,VALID_EXISTING_URL
234,"Custom Incense Packaging Box with Window",http://localhost/hopgiayvpn/product/custom-incense-packaging-box-with-window/,category_hub,,"Custom Printed Paper Boxes",http://localhost/hopgiayvpn/products/custom-printed-paper-boxes/,"custom printed paper boxes","Connect the product to its most specific existing category hub.","Product introduction or breadcrumb-support paragraph.",200,http://localhost/hopgiayvpn/products/custom-printed-paper-boxes/,0,,VALID_EXISTING_URL
235,"Custom Essential Oil Packaging Box with Insert",http://localhost/hopgiayvpn/product/custom-essential-oil-packaging-box-with-insert/,category_hub,,"Cosmetic Paper Boxes",http://localhost/hopgiayvpn/products/cosmetic-paper-boxes/,"cosmetic paper boxes","Connect the product to its most specific existing category hub.","Product introduction or breadcrumb-support paragraph.",200,http://localhost/hopgiayvpn/products/cosmetic-paper-boxes/,0,,VALID_EXISTING_URL
235,"Custom Essential Oil Packaging Box with Insert",http://localhost/hopgiayvpn/product/custom-essential-oil-packaging-box-with-insert/,related_product,340,"Custom Cosmetic Drawer Box with Insert",http://localhost/hopgiayvpn/product/custom-cosmetic-drawer-box-with-insert/,"custom cosmetic drawer box with insert","Same category with a different packed product, structure or support option.","After the structure/opening section.",200,http://localhost/hopgiayvpn/product/custom-cosmetic-drawer-box-with-insert/,0,,VALID_EXISTING_URL
235,"Custom Essential Oil Packaging Box with Insert",http://localhost/hopgiayvpn/product/custom-essential-oil-packaging-box-with-insert/,related_product,1473,"Custom Perfume Magnetic Closure Box",http://localhost/hopgiayvpn/product/custom-perfume-magnetic-closure-box/,"custom perfume magnetic closure box","Same category with a different packed product, structure or support option.","After the insert, material or use-case section.",200,http://localhost/hopgiayvpn/product/custom-perfume-magnetic-closure-box/,0,,VALID_EXISTING_URL
235,"Custom Essential Oil Packaging Box with Insert",http://localhost/hopgiayvpn/product/custom-essential-oil-packaging-box-with-insert/,related_product,773,"CUSTOM COSMETIC PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-cosmetic-packaging-box/,"custom cosmetic packaging box","Same category with a different packed product, structure or support option.","After the insert, material or use-case section.",200,http://localhost/hopgiayvpn/product/custom-cosmetic-packaging-box/,0,,VALID_EXISTING_URL
236,"Custom Wallet Drawer Box",http://localhost/hopgiayvpn/product/custom-wallet-drawer-box/,category_hub,,"Drawer Boxes",http://localhost/hopgiayvpn/products/drawer-boxes/,"drawer boxes","Connect the product to its most specific existing category hub.","Product introduction or breadcrumb-support paragraph.",200,http://localhost/hopgiayvpn/products/drawer-boxes/,0,,VALID_EXISTING_URL
236,"Custom Wallet Drawer Box",http://localhost/hopgiayvpn/product/custom-wallet-drawer-box/,related_product,780,"CUSTOM DRAWER GIFT BOX",http://localhost/hopgiayvpn/product/custom-drawer-gift-box/,"custom drawer gift box","Same category with a different packed product, structure or support option.","After the structure/opening section.",200,http://localhost/hopgiayvpn/product/custom-drawer-gift-box/,0,,VALID_EXISTING_URL
236,"Custom Wallet Drawer Box",http://localhost/hopgiayvpn/product/custom-wallet-drawer-box/,related_product,245,"Custom Apparel Drawer Box with Ribbon Pull",http://localhost/hopgiayvpn/product/custom-apparel-drawer-box-with-ribbon-pull/,"custom apparel drawer box with ribbon pull","Same category with a different packed product, structure or support option.","After the insert, material or use-case section.",200,http://localhost/hopgiayvpn/product/custom-apparel-drawer-box-with-ribbon-pull/,0,,VALID_EXISTING_URL
236,"Custom Wallet Drawer Box",http://localhost/hopgiayvpn/product/custom-wallet-drawer-box/,related_product,231,"Custom Wine Drawer Box with Insert",http://localhost/hopgiayvpn/product/custom-wine-drawer-box-with-insert/,"custom wine drawer box with insert","Same category with a different packed product, structure or support option.","After the insert, material or use-case section.",200,http://localhost/hopgiayvpn/product/custom-wine-drawer-box-with-insert/,0,,VALID_EXISTING_URL
237,"Custom Rigid Gift Box with Ribbon Closure",http://localhost/hopgiayvpn/product/custom-rigid-gift-box-with-ribbon-closure/,category_hub,,"Rigid Boxes",http://localhost/hopgiayvpn/products/rigid-boxes/,"rigid boxes","Connect the product to its most specific existing category hub.","Product introduction or breadcrumb-support paragraph.",200,http://localhost/hopgiayvpn/products/rigid-boxes/,0,,VALID_EXISTING_URL
237,"Custom Rigid Gift Box with Ribbon Closure",http://localhost/hopgiayvpn/product/custom-rigid-gift-box-with-ribbon-closure/,related_product,346,"Custom Rigid Square Gift Box with Foil Logo",http://localhost/hopgiayvpn/product/custom-rigid-square-gift-box-with-foil-logo/,"custom rigid square gift box with foil logo","Same category with a different packed product, structure or support option.","After the structure/opening section.",200,http://localhost/hopgiayvpn/product/custom-rigid-square-gift-box-with-foil-logo/,0,,VALID_EXISTING_URL
237,"Custom Rigid Gift Box with Ribbon Closure",http://localhost/hopgiayvpn/product/custom-rigid-gift-box-with-ribbon-closure/,related_product,229,"Custom Flat Rigid Gift Box with Ribbon",http://localhost/hopgiayvpn/product/custom-flat-rigid-gift-box-with-ribbon/,"custom flat rigid gift box with ribbon","Same category with a different packed product, structure or support option.","After the insert, material or use-case section.",200,http://localhost/hopgiayvpn/product/custom-flat-rigid-gift-box-with-ribbon/,0,,VALID_EXISTING_URL
237,"Custom Rigid Gift Box with Ribbon Closure",http://localhost/hopgiayvpn/product/custom-rigid-gift-box-with-ribbon-closure/,related_product,944,"PREMIUM PICKLEBALL SET RIGID PAPER BOX",http://localhost/hopgiayvpn/product/premium-pickleball-set-rigid-paper-box/,"premium pickleball set rigid paper box","Same category with a different packed product, structure or support option.","After the insert, material or use-case section.",200,http://localhost/hopgiayvpn/product/premium-pickleball-set-rigid-paper-box/,0,,VALID_EXISTING_URL
238,"Custom Wine Gift Box with Accessories",http://localhost/hopgiayvpn/product/custom-wine-gift-box-with-accessories/,category_hub,,"Packaging Accessories",http://localhost/hopgiayvpn/products/packaging-accessories/,"packaging accessories","Connect the product to its most specific existing category hub.","Product introduction or breadcrumb-support paragraph.",200,http://localhost/hopgiayvpn/products/packaging-accessories/,0,,VALID_EXISTING_URL
238,"Custom Wine Gift Box with Accessories",http://localhost/hopgiayvpn/product/custom-wine-gift-box-with-accessories/,related_product,231,"Custom Wine Drawer Box with Insert",http://localhost/hopgiayvpn/product/custom-wine-drawer-box-with-insert/,"custom wine drawer box with insert","Source-backed overlap in packed product/use and box structure.","After the structure/opening section.",200,http://localhost/hopgiayvpn/product/custom-wine-drawer-box-with-insert/,0,,VALID_EXISTING_URL
238,"Custom Wine Gift Box with Accessories",http://localhost/hopgiayvpn/product/custom-wine-gift-box-with-accessories/,related_product,603,"Custom Luxury Wine Bottle Gift Box with Logo",http://localhost/hopgiayvpn/product/custom-luxury-wine-bottle-packaging-box/,"custom luxury wine bottle gift box with logo","Source-backed overlap in packed product/use and box structure.","After the insert, material or use-case section.",200,http://localhost/hopgiayvpn/product/custom-luxury-wine-bottle-packaging-box/,0,,VALID_EXISTING_URL
238,"Custom Wine Gift Box with Accessories",http://localhost/hopgiayvpn/product/custom-wine-gift-box-with-accessories/,related_product,835,"CUSTOM WINE BOTTLE GIFT BOX WITH PAPER BAG",http://localhost/hopgiayvpn/product/custom-wine-bottle-gift-box-with-paper-bag/,"custom wine bottle gift box with paper bag","Source-backed overlap in packed product/use and box structure.","After the insert, material or use-case section.",200,http://localhost/hopgiayvpn/product/custom-wine-bottle-gift-box-with-paper-bag/,0,,VALID_EXISTING_URL
239,"Custom Pizza Packaging Box",http://localhost/hopgiayvpn/product/custom-pizza-packaging-box/,category_hub,,"Food Paper Boxes",http://localhost/hopgiayvpn/products/food-paper-boxes/,"food paper boxes","Connect the product to its most specific existing category hub.","Product introduction or breadcrumb-support paragraph.",200,http://localhost/hopgiayvpn/products/food-paper-boxes/,0,,VALID_EXISTING_URL
239,"Custom Pizza Packaging Box",http://localhost/hopgiayvpn/product/custom-pizza-packaging-box/,related_product,5952,"CUSTOM CORRUGATED FOOD DELIVERY BOX",http://localhost/hopgiayvpn/product/custom-corrugated-food-delivery-box/,"custom corrugated food delivery box","Same category with a different packed product, structure or support option.","After the structure/opening section.",200,http://localhost/hopgiayvpn/product/custom-corrugated-food-delivery-box/,0,,VALID_EXISTING_URL
239,"Custom Pizza Packaging Box",http://localhost/hopgiayvpn/product/custom-pizza-packaging-box/,related_product,250,"Custom Mooncake Handbag Gift Box with Insert",http://localhost/hopgiayvpn/product/custom-mooncake-handbag-gift-box-with-insert/,"custom mooncake handbag gift box with insert","Same category with a different packed product, structure or support option.","After the insert, material or use-case section.",200,http://localhost/hopgiayvpn/product/custom-mooncake-handbag-gift-box-with-insert/,0,,VALID_EXISTING_URL
239,"Custom Pizza Packaging Box",http://localhost/hopgiayvpn/product/custom-pizza-packaging-box/,related_product,981,"CUSTOM PAPER EGG PACKAGING BOXES",http://localhost/hopgiayvpn/product/custom-paper-egg-packaging-boxes/,"custom paper egg packaging boxes","Same category with a different packed product, structure or support option.","After the insert, material or use-case section.",200,http://localhost/hopgiayvpn/product/custom-paper-egg-packaging-boxes/,0,,VALID_EXISTING_URL
240,"Custom Cosmetic Tube Packaging Box with Insert",http://localhost/hopgiayvpn/product/custom-cosmetic-tube-packaging-box-with-insert/,category_hub,,"Beauty and Skincare Packaging",http://localhost/hopgiayvpn/products/beauty-skincare-packaging/,"beauty and skincare packaging","Connect the product to its most specific existing category hub.","Product introduction or breadcrumb-support paragraph.",200,http://localhost/hopgiayvpn/products/beauty-skincare-packaging/,0,,VALID_EXISTING_URL
240,"Custom Cosmetic Tube Packaging Box with Insert",http://localhost/hopgiayvpn/product/custom-cosmetic-tube-packaging-box-with-insert/,related_product,1418,"CUSTOM CLEANSER PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-cleanser-packaging-box/,"custom cleanser packaging box","Same category with a different packed product, structure or support option.","After the structure/opening section.",200,http://localhost/hopgiayvpn/product/custom-cleanser-packaging-box/,0,,VALID_EXISTING_URL
240,"Custom Cosmetic Tube Packaging Box with Insert",http://localhost/hopgiayvpn/product/custom-cosmetic-tube-packaging-box-with-insert/,related_product,1474,"Custom Skincare Magnetic Closure Box",http://localhost/hopgiayvpn/product/custom-skincare-magnetic-closure-box/,"custom skincare magnetic closure box","Same category with a different packed product, structure or support option.","After the insert, material or use-case section.",200,http://localhost/hopgiayvpn/product/custom-skincare-magnetic-closure-box/,0,,VALID_EXISTING_URL
240,"Custom Cosmetic Tube Packaging Box with Insert",http://localhost/hopgiayvpn/product/custom-cosmetic-tube-packaging-box-with-insert/,related_product,1420,"CUSTOM SKINCARE SET PACKAGING BOX",http://localhost/hopgiayvpn/product/custom-skincare-set-packaging-box/,"custom skincare set packaging box","Same category with a different packed product, structure or support option.","After the insert, material or use-case section.",200,http://localhost/hopgiayvpn/product/custom-skincare-set-packaging-box/,0,,VALID_EXISTING_URL
241,"Custom Perfume Box with Insert",http://localhost/hopgiayvpn/product/custom-perfume-box-with-insert/,category_hub,,"Perfume Packaging Boxes",http://localhost/hopgiayvpn/products/perfume-packaging-boxes/,"perfume packaging boxes","Connect the product to its most specific existing category hub.","Product introduction or breadcrumb-support paragraph.",200,http://localhost/hopgiayvpn/products/perfume-packaging-boxes/,0,,VALID_EXISTING_URL
241,"Custom Perfume Box with Insert",http://localhost/hopgiayvpn/product/custom-perfume-box-with-insert/,related_product,405,"Custom Perfume Display Box with Sleeve",http://localhost/hopgiayvpn/product/custom-perfume-display-box-with-sleeve/,"custom perfume display box with sleeve","Same category with a different packed product, structure or support option.","After the structure/opening section.",200,http://localhost/hopgiayvpn/product/custom-perfume-display-box-with-sleeve/,0,,VALID_EXISTING_URL
241,"Custom Perfume Box with Insert",http://localhost/hopgiayvpn/product/custom-perfume-box-with-insert/,related_product,334,"Custom Perfume Gift Set Box with Insert",http://localhost/hopgiayvpn/product/custom-perfume-gift-set-box-with-insert/,"custom perfume gift set box with insert","Same category with a different packed product, structure or support option.","After the insert, material or use-case section.",200,http://localhost/hopgiayvpn/product/custom-perfume-gift-set-box-with-insert/,0,,VALID_EXISTING_URL
241,"Custom Perfume Box with Insert",http://localhost/hopgiayvpn/product/custom-perfume-box-with-insert/,related_product,5779,"CUSTOM PERFUME BOX WITH LID AND BASE",http://localhost/hopgiayvpn/product/custom-perfume-box-with-lid-and-base/,"custom perfume box with lid and base","Same category with a different packed product, structure or support option.","After the insert, material or use-case section.",200,http://localhost/hopgiayvpn/product/custom-perfume-box-with-lid-and-base/,0,,VALID_EXISTING_URL
242,"Custom Gift Box with Ribbon Bow",http://localhost/hopgiayvpn/product/custom-gift-box-with-ribbon-bow/,category_hub,,"Gift Paper Boxes",http://localhost/hopgiayvpn/products/gift-paper-boxes/,"gift paper boxes","Connect the product to its most specific existing category hub.","Product introduction or breadcrumb-support paragraph.",200,http://localhost/hopgiayvpn/products/gift-paper-boxes/,0,,VALID_EXISTING_URL
242,"Custom Gift Box with Ribbon Bow",http://localhost/hopgiayvpn/product/custom-gift-box-with-ribbon-bow/,related_product,243,"Custom Nested Kraft Gift Boxes with Ribbon",http://localhost/hopgiayvpn/product/custom-nested-kraft-gift-boxes-with-ribbon/,"custom nested kraft gift boxes with ribbon","Same category with a different packed product, structure or support option.","After the structure/opening section.",200,http://localhost/hopgiayvpn/product/custom-nested-kraft-gift-boxes-with-ribbon/,0,,VALID_EXISTING_URL
242,"Custom Gift Box with Ribbon Bow",http://localhost/hopgiayvpn/product/custom-gift-box-with-ribbon-bow/,related_product,246,"Custom Gift Box with Shredded Paper Filler",http://localhost/hopgiayvpn/product/custom-gift-box-with-shredded-paper-filler/,"custom gift box with shredded paper filler","Same category with a different packed product, structure or support option.","After the insert, material or use-case section.",200,http://localhost/hopgiayvpn/product/custom-gift-box-with-shredded-paper-filler/,0,,VALID_EXISTING_URL
242,"Custom Gift Box with Ribbon Bow",http://localhost/hopgiayvpn/product/custom-gift-box-with-ribbon-bow/,related_product,1475,"Custom Jewelry Magnetic Closure Box",http://localhost/hopgiayvpn/product/custom-jewelry-magnetic-closure-box/,"custom jewelry magnetic closure box","Same category with a different packed product, structure or support option.","After the insert, material or use-case section.",200,http://localhost/hopgiayvpn/product/custom-jewelry-magnetic-closure-box/,0,,VALID_EXISTING_URL
243,"Custom Nested Kraft Gift Boxes with Ribbon",http://localhost/hopgiayvpn/product/custom-nested-kraft-gift-boxes-with-ribbon/,category_hub,,"Gift Paper Boxes",http://localhost/hopgiayvpn/products/gift-paper-boxes/,"gift paper boxes","Connect the product to its most specific existing category hub.","Product introduction or breadcrumb-support paragraph.",200,http://localhost/hopgiayvpn/products/gift-paper-boxes/,0,,VALID_EXISTING_URL
243,"Custom Nested Kraft Gift Boxes with Ribbon",http://localhost/hopgiayvpn/product/custom-nested-kraft-gift-boxes-with-ribbon/,related_product,242,"Custom Gift Box with Ribbon Bow",http://localhost/hopgiayvpn/product/custom-gift-box-with-ribbon-bow/,"custom gift box with ribbon bow","Same category with a different packed product, structure or support option.","After the structure/opening section.",200,http://localhost/hopgiayvpn/product/custom-gift-box-with-ribbon-bow/,0,,VALID_EXISTING_URL
243,"Custom Nested Kraft Gift Boxes with Ribbon",http://localhost/hopgiayvpn/product/custom-nested-kraft-gift-boxes-with-ribbon/,related_product,7291,"CUSTOM CHRISTMAS GIFT BOX WITH RIBBON",http://localhost/hopgiayvpn/product/custom-christmas-gift-box-with-ribbon/,"custom christmas gift box with ribbon","Same category with a different packed product, structure or support option.","After the insert, material or use-case section.",200,http://localhost/hopgiayvpn/product/custom-christmas-gift-box-with-ribbon/,0,,VALID_EXISTING_URL
243,"Custom Nested Kraft Gift Boxes with Ribbon",http://localhost/hopgiayvpn/product/custom-nested-kraft-gift-boxes-with-ribbon/,related_product,246,"Custom Gift Box with Shredded Paper Filler",http://localhost/hopgiayvpn/product/custom-gift-box-with-shredded-paper-filler/,"custom gift box with shredded paper filler","Same category with a different packed product, structure or support option.","After the insert, material or use-case section.",200,http://localhost/hopgiayvpn/product/custom-gift-box-with-shredded-paper-filler/,0,,VALID_EXISTING_URL
244,"Custom Tea Gift Box with Window",http://localhost/hopgiayvpn/product/custom-tea-gift-box-with-window/,category_hub,,"Food Paper Boxes",http://localhost/hopgiayvpn/products/food-paper-boxes/,"food paper boxes","Connect the product to its most specific existing category hub.","Product introduction or breadcrumb-support paragraph.",200,http://localhost/hopgiayvpn/products/food-paper-boxes/,0,,VALID_EXISTING_URL
244,"Custom Tea Gift Box with Window",http://localhost/hopgiayvpn/product/custom-tea-gift-box-with-window/,related_product,250,"Custom Mooncake Handbag Gift Box with Insert",http://localhost/hopgiayvpn/product/custom-mooncake-handbag-gift-box-with-insert/,"custom mooncake handbag gift box with insert","Same category with a different packed product, structure or support option.","After the structure/opening section.",200,http://localhost/hopgiayvpn/product/custom-mooncake-handbag-gift-box-with-insert/,0,,VALID_EXISTING_URL
244,"Custom Tea Gift Box with Window",http://localhost/hopgiayvpn/product/custom-tea-gift-box-with-window/,related_product,738,"CUSTOM MUG PACKAGING BOX WITH WINDOW",http://localhost/hopgiayvpn/product/custom-mug-packaging-box-with-window/,"custom mug packaging box with window","Same category with a different packed product, structure or support option.","After the insert, material or use-case section.",200,http://localhost/hopgiayvpn/product/custom-mug-packaging-box-with-window/,0,,VALID_EXISTING_URL
